gene_id,gene_symbol,means,dispersions,dispersions_norm
ENSG00000168497.5,CAVIN2,0.1015839972416731,4.510903528100172,12.65765
ENSG00000019169.11,MARCO,0.19453013029888716,0.6769215707150558,1.3116149
ENSG00000232788.1,ITGA6-AS1,0.021213600253125905,0.9975371739077956,2.2604237
ENSG00000211592.8,IGKC,2.669753662514762,7.22309799415322,4.0490775
ENSG00000211593.2,IGKJ5,0.0016717865191405526,1.1159102133524514,2.6107292
ENSG00000211597.2,IGKJ1,0.002647575115160414,2.2401521668206583,5.937737
ENSG00000211598.2,IGKV4-1,0.019861065194567283,2.165922867432346,5.7180676
ENSG00000144218.21,AFF3,0.2657816300516673,1.2599935627104488,3.0371199
ENSG00000127824.15,TUBA4A,0.7398029060473373,1.5333457677312228,1.7851173
ENSG00000187536.4,TPM3P7,0.004586569491272199,0.654691062614943,1.2458274
ENSG00000199872.1,RNU6-942P,0.0021447748298221367,0.6966353117715604,1.3699545
ENSG00000230452.1,LINC01381,0.0013298926729597108,1.534353338071373,3.8490422
ENSG00000188389.11,PDCD1,0.03067251577573933,0.6600871126902671,1.2617961
ENSG00000172071.15,EIF2AK3,0.14175685028439267,0.6716241849750352,1.2959381
ENSG00000030419.17,IKZF2,0.06603265731987999,0.7975742482127324,1.6686665
ENSG00000188886.4,ASTL,0.001692763270467658,1.1698163172473734,2.7702553
ENSG00000239855.1,IGKV1-6,0.0009597940733561458,0.7563223241721679,1.5465883
ENSG00000240671.4,IGKV1-8,0.0008781138570813005,1.1247653629602015,2.6369345
ENSG00000241351.3,IGKV3-11,0.004823544892417726,2.1894544418801614,5.7877054
ENSG00000240864.3,IGKV1-16,0.0019001148681975597,0.972472263133739,2.1862483
ENSG00000239951.1,IGKV3-20,0.005043946794528503,0.6897436813452759,1.3495598
ENSG00000244575.3,IGKV1-27,0.0040318199377434565,2.9960962842516046,8.174829
ENSG00000243238.1,IGKV2-30,0.0008708414446293238,0.8819576571559153,1.9183853
ENSG00000239571.1,IGKV2D-30,0.0014352569804811542,2.3447281962835986,6.2472124
ENSG00000243264.3,IGKV2D-29,0.001512300738245945,1.6274032575371076,4.1244082
ENSG00000115738.10,ID2,1.020749785396547,1.4464909598227589,1.5378968
ENSG00000183091.21,NEB,0.01363861643586646,0.6751635215889249,1.3064122
ENSG00000163092.22,XIRP2,0.0004386579546833632,0.7399147373347501,1.4980327
ENSG00000144130.12,NT5DC4,0.001876059856840715,0.8642378966686837,1.8659465
ENSG00000155657.29,TTN,0.12339261934952199,1.1341257629329604,2.664635
ENSG00000231636.1,AGBL5-AS1,0.0006164611539975038,1.1314733937001682,2.6567857
ENSG00000163792.6,TCF23,0.001841255377418638,0.9491641557309421,2.1172717
ENSG00000232931.6,LINC00342,0.22000642589061165,0.8538300928930054,1.8351464
ENSG00000169554.23,ZEB2,1.1785714222242005,1.4458547227047773,1.5365678
ENSG00000174501.15,ANKRD36C,0.17994450564528403,0.7681963691982542,1.5817275
ENSG00000281780.1,snoZ196,0.0008523073358730375,1.4394071493461544,3.5680647
ENSG00000183671.13,CMKLR2,0.0010290457190537373,0.7290200766940124,1.4657918
ENSG00000163464.8,CXCR1,0.011548306832214177,0.7056935611790593,1.3967608
ENSG00000179921.15,GPBAR1,0.4006236722859818,0.861317426579355,1.2437419
ENSG00000018280.17,SLC11A1,0.5885603887335592,1.0146241941964715,1.6859263
ENSG00000127831.11,VIL1,0.00767753000472651,0.7378852755058009,1.4920269
ENSG00000168899.5,VAMP5,0.9391365246660109,1.346424795247621,1.3288827
ENSG00000115523.17,GNLY,2.371482895278573,4.841477589116329,2.9375982
ENSG00000169507.10,SLC38A11,0.027832335550554234,1.0830841496154087,2.5135858
ENSG00000082438.18,COBLL1,0.12953684303846283,1.1426908367297055,2.689982
ENSG00000115607.10,IL18RAP,0.051387401889387604,0.8075231049008188,1.6981086
ENSG00000091409.16,ITGA6,0.26743401835758374,0.696958844505391,1.3709118
ENSG00000205054.9,LINC01121,0.0010466698012182953,1.2052707423932563,2.875177
ENSG00000236790.7,LINC00299,0.0796603188458313,1.0197220995788845,2.3260763
ENSG00000228857.3,ACTR3-AS1,0.054164732605099984,0.6836017165260352,1.3313837
ENSG00000144031.12,ANKRD53,0.001837103152598365,0.8337502766226967,1.7757235
ENSG00000172005.11,MAL,0.5883751779418194,1.2170031819776077,2.2696505
ENSG00000169756.17,LIMS1,0.652708863556437,1.6921009508149154,2.080075
ENSG00000224137.2,LINC01857,0.13427531365726725,1.5428434442877772,3.8741674
ENSG00000289176.1,ENSG00000289176.1,0.0008326615618321636,1.1639378985226203,2.752859
ENSG00000119862.13,LGALSL,0.007263891478225839,1.7563942170991298,4.5061355
ENSG00000115461.5,IGFBP5,0.0011476756659935528,0.6751986710280805,1.3065163
ENSG00000222017.1,ENSG00000222017.1,0.001831021703820265,0.6624125955663998,1.268678
ENSG00000287847.1,ENSG00000287847.1,0.0008665470485426585,0.8018686363520632,1.681375
ENSG00000163599.18,CTLA4,0.04476749922728438,0.870118889202609,1.8833504
ENSG00000136689.20,IL1RN,0.18854251633636743,0.8928890605339699,1.950735
ENSG00000204334.8,ERICH2,0.0007623039443942065,0.6985796186936897,1.3757083
ENSG00000239899.3,RN7SL674P,0.0010808918037342671,0.8640479220461573,1.8653843
ENSG00000169607.13,CKAP2L,0.003603303562966703,0.7424705750198539,1.5055963
ENSG00000226839.1,MTND6P11,0.000892346643930122,0.8076449239587016,1.698469
ENSG00000189350.13,TOGARAM2,0.02516788383026443,0.7266037283648863,1.458641
ENSG00000115085.15,ZAP70,0.46975410008324625,0.8933144473996788,1.3360312
